dataset,id,filename,ground_truth,method,raw_prediction,predicted_label,confidence,is_correct,is_hallucinated,latency_s,error
dataset2_ai,8,images/01_bat_trang/008_01_bat_trang_08_bottle.jpg,Bat Trang,acis,Jingdezhen Revivalist 'Fugui Xique' Porcelain,,0.9,False,True,55.084,
dataset2_ai,9,images/01_bat_trang/009_01_bat_trang_09_figurine.jpg,Bat Trang,gemini,Jingdezhen Famille Rose Export Ware,,0.95,False,True,37.64,
dataset2_ai,9,images/01_bat_trang/009_01_bat_trang_09_figurine.jpg,Bat Trang,chatgpt,Jingdezhen,,0.85,False,True,6.615,
dataset2_ai,9,images/01_bat_trang/009_01_bat_trang_09_figurine.jpg,Bat Trang,grok,Famille Rose,,0.8,False,True,4.75,
dataset2_ai,9,images/01_bat_trang/009_01_bat_trang_09_figurine.jpg,Bat Trang,acis,Jingdezhen Famille Rose Export Ware,,0.9,False,True,64.089,
dataset2_ai,10,images/01_bat_trang/010_01_bat_trang_10_lidded_box.jpg,Bat Trang,gemini,Aynsley China 'Cottage Garden' (Modern Adaptation),,0.85,False,True,47.571,
dataset2_ai,10,images/01_bat_trang/010_01_bat_trang_10_lidded_box.jpg,Bat Trang,chatgpt,Royal Worcester,,0.85,False,True,8.865,
dataset2_ai,10,images/01_bat_trang/010_01_bat_trang_10_lidded_box.jpg,Bat Trang,grok,Royal Copenhagen,,0.8,False,True,6.121,
dataset2_ai,10,images/01_bat_trang/010_01_bat_trang_10_lidded_box.jpg,Bat Trang,acis,Aynsley China 'Cottage Garden' (Modern Adaptation / Chinoiserie Revival),,0.85,False,True,67.441,
dataset2_ai,11,images/02_bien_hoa/011_02_bien_hoa_01_vase.jpg,Bien Hoa,gemini,Minton Majolica,,0.98,False,True,23.711,
dataset2_ai,11,images/02_bien_hoa/011_02_bien_hoa_01_vase.jpg,Bien Hoa,chatgpt,Minton,,0.85,False,True,4.094,
dataset2_ai,11,images/02_bien_hoa/011_02_bien_hoa_01_vase.jpg,Bien Hoa,grok,Minton Majolica,,0.8,False,True,1.977,
dataset2_ai,11,images/02_bien_hoa/011_02_bien_hoa_01_vase.jpg,Bien Hoa,acis,Minton Majolica,,0.95,False,True,49.375,
dataset2_ai,12,images/02_bien_hoa/012_02_bien_hoa_02_plate.jpg,Bien Hoa,gemini,Jingdezhen Neo-Longquan Enameled Ware (Contemporary Decorative Line),,0.9,False,True,31.356,
dataset2_ai,12,images/02_bien_hoa/012_02_bien_hoa_02_plate.jpg,Bien Hoa,chatgpt,Jingdezhen,,0.85,False,True,5.164,
dataset2_ai,12,images/02_bien_hoa/012_02_bien_hoa_02_plate.jpg,Bien Hoa,grok,Longquan,,0.8,False,True,1.622,
dataset2_ai,12,images/02_bien_hoa/012_02_bien_hoa_02_plate.jpg,Bien Hoa,acis,Jingdezhen Neo-Longquan Enameled Ware (Contemporary Decorative Line),,0.9,False,True,58.613,
dataset2_ai,13,images/02_bien_hoa/013_02_bien_hoa_03_bowl.jpg,Bien Hoa,gemini,Zen Flambé Ceramics - Kyō-Mino Series from Jingdezhen,,0.9,False,True,50.58,
dataset2_ai,13,images/02_bien_hoa/013_02_bien_hoa_03_bowl.jpg,Bien Hoa,chatgpt,Jingdezhen,,0.85,False,True,7.107,
dataset2_ai,13,images/02_bien_hoa/013_02_bien_hoa_03_bowl.jpg,Bien Hoa,grok,Jingdezhen Dehua,,0.85,False,True,5.244,
dataset2_ai,13,images/02_bien_hoa/013_02_bien_hoa_03_bowl.jpg,Bien Hoa,acis,Jingdezhen,,0.88,False,True,67.92,
dataset2_ai,14,images/02_bien_hoa/014_02_bien_hoa_04_teapot.jpg,Bien Hoa,gemini,Dòng Gốm Sen Việt Men Biến Sắc (Vietnamese Lotus Transmutation Glaze Series),,0.9,False,True,50.338,
dataset2_ai,14,images/02_bien_hoa/014_02_bien_hoa_04_teapot.jpg,Bien Hoa,chatgpt,Bat Trang,Bat Trang,0.85,False,False,7.757,
dataset2_ai,14,images/02_bien_hoa/014_02_bien_hoa_04_teapot.jpg,Bien Hoa,grok,Bát Tràng,Bat Trang,0.8,False,False,5.387,
dataset2_ai,14,images/02_bien_hoa/014_02_bien_hoa_04_teapot.jpg,Bien Hoa,acis,Bat Trang,Bat Trang,0.9,False,False,71.367,
dataset2_ai,15,images/02_bien_hoa/015_02_bien_hoa_05_storage_jar.jpg,Bien Hoa,gemini,Gốm Sứ Cao Cấp Bát Tràng - Sen Hoàng Gia (Royal Lotus) Collection,Bat Trang,0.9,False,False,48.429,
dataset2_ai,15,images/02_bien_hoa/015_02_bien_hoa_05_storage_jar.jpg,Bien Hoa,chatgpt,Bat Trang,Bat Trang,0.85,False,False,7.773,
dataset2_ai,15,images/02_bien_hoa/015_02_bien_hoa_05_storage_jar.jpg,Bien Hoa,grok,Benjarong,,0.8,False,True,2.324,
dataset2_ai,15,images/02_bien_hoa/015_02_bien_hoa_05_storage_jar.jpg,Bien Hoa,acis,Gốm Sứ Cao Cấp Bát Tràng - Sen Hoàng Gia (Royal Lotus) Collection,Bat Trang,0.95,False,False,73.221,
dataset2_ai,16,images/02_bien_hoa/016_02_bien_hoa_06_cup.jpg,Bien Hoa,gemini,Jingdezhen Yaobian Fudiao Chrysanthemum Teaware,,0.95,False,True,30.042,
dataset2_ai,16,images/02_bien_hoa/016_02_bien_hoa_06_cup.jpg,Bien Hoa,chatgpt,Cangzhou,,0.85,False,True,9.244,
dataset2_ai,16,images/02_bien_hoa/016_02_bien_hoa_06_cup.jpg,Bien Hoa,grok,Jingdezhen,,0.8,False,True,4.262,
dataset2_ai,16,images/02_bien_hoa/016_02_bien_hoa_06_cup.jpg,Bien Hoa,acis,Jingdezhen Yaobian Fudiao Chrysanthemum Teaware,,0.9,False,True,47.41,
dataset2_ai,17,images/02_bien_hoa/017_02_bien_hoa_07_incense_burner.jpg,Bien Hoa,gemini,Jingdezhen Modern Yao Bian Ware,,0.95,False,True,23.756,
dataset2_ai,17,images/02_bien_hoa/017_02_bien_hoa_07_incense_burner.jpg,Bien Hoa,chatgpt,Longquan,,0.85,False,True,6.662,
dataset2_ai,17,images/02_bien_hoa/017_02_bien_hoa_07_incense_burner.jpg,Bien Hoa,grok,Longquan,,0.8,False,True,1.392,
dataset2_ai,17,images/02_bien_hoa/017_02_bien_hoa_07_incense_burner.jpg,Bien Hoa,acis,Jingdezhen Modern Yao Bian Ware,,0.85,False,True,47.212,
dataset2_ai,18,images/02_bien_hoa/018_02_bien_hoa_08_bottle.jpg,Bien Hoa,gemini,Jingdezhen Modern Art Pottery: Oriental Harmony Collection,,0.95,False,True,36.135,
dataset2_ai,18,images/02_bien_hoa/018_02_bien_hoa_08_bottle.jpg,Bien Hoa,chatgpt,Jingdezhen,,0.85,False,True,8.134,
dataset2_ai,18,images/02_bien_hoa/018_02_bien_hoa_08_bottle.jpg,Bien Hoa,grok,Jingdezhen,,0.8,False,True,4.898,
dataset2_ai,18,images/02_bien_hoa/018_02_bien_hoa_08_bottle.jpg,Bien Hoa,acis,Jingdezhen Modern Art Pottery: Oriental Harmony Collection,,0.95,False,True,58.78,
dataset2_ai,19,images/02_bien_hoa/019_02_bien_hoa_09_figurine.jpg,Bien Hoa,gemini,Gốm Sứ Bát Tràng Hỏa Biến Giả Cổ,Bat Trang,0.95,False,False,29.732,
dataset2_ai,19,images/02_bien_hoa/019_02_bien_hoa_09_figurine.jpg,Bien Hoa,chatgpt,Bát Tràng,Bat Trang,0.85,False,False,9.124,
dataset2_ai,19,images/02_bien_hoa/019_02_bien_hoa_09_figurine.jpg,Bien Hoa,grok,Bát Tràng,Bat Trang,0.8,False,False,6.679,
dataset2_ai,19,images/02_bien_hoa/019_02_bien_hoa_09_figurine.jpg,Bien Hoa,acis,Gốm Sứ Bát Tràng Hỏa Biến Giả Cổ,Bat Trang,0.95,False,False,51.479,
dataset2_ai,20,images/02_bien_hoa/020_02_bien_hoa_10_lidded_box.jpg,Bien Hoa,gemini,Jingdezhen 孔雀绿浮雕系列 (Peacock Green Relief Series),,0.9,False,True,32.472,
dataset2_ai,20,images/02_bien_hoa/020_02_bien_hoa_10_lidded_box.jpg,Bien Hoa,chatgpt,Jingdezhen,,0.85,False,True,8.204,
dataset2_ai,20,images/02_bien_hoa/020_02_bien_hoa_10_lidded_box.jpg,Bien Hoa,grok,Longquan,,0.8,False,True,5.124,
dataset2_ai,20,images/02_bien_hoa/020_02_bien_hoa_10_lidded_box.jpg,Bien Hoa,acis,Jingdezhen 孔雀绿浮雕系列 (Peacock Green Relief Series),,0.9,False,True,55.654,
dataset2_ai,21,images/03_phu_lang/021_03_phu_lang_01_vase.jpg,Phu Lang,gemini,Jingdezhen Faux-Jian Decorative Ware,,0.95,False,True,38.585,
dataset2_ai,21,images/03_phu_lang/021_03_phu_lang_01_vase.jpg,Phu Lang,chatgpt,Jian ware,,0.85,False,True,8.7,
dataset2_ai,21,images/03_phu_lang/021_03_phu_lang_01_vase.jpg,Phu Lang,grok,Jianyang Dehua,,0.8,False,True,5.765,
dataset2_ai,21,images/03_phu_lang/021_03_phu_lang_01_vase.jpg,Phu Lang,acis,Jingdezhen Faux-Jian Decorative Ware,,0.9,False,True,56.327,
dataset2_ai,22,images/03_phu_lang/022_03_phu_lang_02_plate.jpg,Phu Lang,gemini,Guangdong Auspicious Stoneware Series,,0.9,False,True,71.587,
dataset2_ai,22,images/03_phu_lang/022_03_phu_lang_02_plate.jpg,Phu Lang,chatgpt,Bat Trang,Bat Trang,0.85,False,False,4.69,
dataset2_ai,22,images/03_phu_lang/022_03_phu_lang_02_plate.jpg,Phu Lang,grok,Yaozhou,,0.8,False,True,1.284,
dataset2_ai,22,images/03_phu_lang/022_03_phu_lang_02_plate.jpg,Phu Lang,acis,Guangdong Auspicious Stoneware Series,,0.85,False,True,91.418,
dataset2_ai,23,images/03_phu_lang/023_03_phu_lang_03_bowl.jpg,Phu Lang,gemini,Mingyuan Ceramics - Song Legacy Collection,,0.95,False,True,31.726,
dataset2_ai,23,images/03_phu_lang/023_03_phu_lang_03_bowl.jpg,Phu Lang,chatgpt,Jingdezhen,,0.85,False,True,9.669,
dataset2_ai,23,images/03_phu_lang/023_03_phu_lang_03_bowl.jpg,Phu Lang,grok,Jingdezhen,,0.8,False,True,5.664,
dataset2_ai,23,images/03_phu_lang/023_03_phu_lang_03_bowl.jpg,Phu Lang,acis,Jingdezhen,,0.85,False,True,59.322,
dataset2_ai,24,images/03_phu_lang/024_03_phu_lang_04_teapot.jpg,Phu Lang,gemini,Jingdezhen Zhai Kiln (景德镇斋窑): Leiwen Series,,0.85,False,True,53.494,
dataset2_ai,24,images/03_phu_lang/024_03_phu_lang_04_teapot.jpg,Phu Lang,chatgpt,Ningbo,,0.85,False,True,5.686,
dataset2_ai,24,images/03_phu_lang/024_03_phu_lang_04_teapot.jpg,Phu Lang,grok,Yixing,,0.85,False,True,1.483,
dataset2_ai,24,images/03_phu_lang/024_03_phu_lang_04_teapot.jpg,Phu Lang,acis,Jingdezhen Zhai Kiln (景德镇斋窑): Leiwen Series,,0.85,False,True,74.43,
dataset2_ai,25,images/03_phu_lang/025_03_phu_lang_05_storage_jar.jpg,Phu Lang,gemini,Bát Tràng Phỏng Cổ (Antique Revival),Bat Trang,0.95,False,False,30.139,
dataset2_ai,25,images/03_phu_lang/025_03_phu_lang_05_storage_jar.jpg,Phu Lang,chatgpt,Bát Tràng,Bat Trang,0.85,False,False,8.031,
dataset2_ai,25,images/03_phu_lang/025_03_phu_lang_05_storage_jar.jpg,Phu Lang,grok,Bát Tràng,Bat Trang,0.8,False,False,4.798,
dataset2_ai,25,images/03_phu_lang/025_03_phu_lang_05_storage_jar.jpg,Phu Lang,acis,Bát Tràng Phỏng Cổ (Antique Revival),Bat Trang,0.9,False,False,48.46,
dataset2_ai,26,images/03_phu_lang/026_03_phu_lang_06_cup.jpg,Phu Lang,gemini,Mashiko-yaki,,0.95,False,True,28.719,
dataset2_ai,26,images/03_phu_lang/026_03_phu_lang_06_cup.jpg,Phu Lang,chatgpt,Mashiko,,0.85,False,True,7.091,
dataset2_ai,26,images/03_phu_lang/026_03_phu_lang_06_cup.jpg,Phu Lang,grok,Mashiko-yaki,,0.8,False,True,4.701,
dataset2_ai,26,images/03_phu_lang/026_03_phu_lang_06_cup.jpg,Phu Lang,acis,Mashiko-yaki,,0.95,False,True,52.892,
dataset2_ai,27,images/03_phu_lang/027_03_phu_lang_07_incense_burner.jpg,Phu Lang,gemini,Chaozhou Fǎnggǔ Iron Glaze Ware (Tea Dust/Iron Rust style),,0.95,False,True,38.936,
dataset2_ai,27,images/03_phu_lang/027_03_phu_lang_07_incense_burner.jpg,Phu Lang,chatgpt,Yixing,,0.85,False,True,7.436,
dataset2_ai,27,images/03_phu_lang/027_03_phu_lang_07_incense_burner.jpg,Phu Lang,grok,Longquan,,0.8,False,True,4.909,
dataset2_ai,27,images/03_phu_lang/027_03_phu_lang_07_incense_burner.jpg,Phu Lang,acis,Chaozhou Fǎnggǔ Iron Glaze Ware (Tea Dust/Iron Rust style),,0.85,False,True,57.234,
dataset2_ai,28,images/03_phu_lang/028_03_phu_lang_08_bottle.jpg,Phu Lang,gemini,Bát Tràng Gốm Trang Trí Cổ Điển - Dòng Họa Tiết Dập Nổi,Bat Trang,0.9,False,False,41.948,
dataset2_ai,28,images/03_phu_lang/028_03_phu_lang_08_bottle.jpg,Phu Lang,chatgpt,Bat Trang,Bat Trang,0.85,False,False,4.802,
dataset2_ai,28,images/03_phu_lang/028_03_phu_lang_08_bottle.jpg,Phu Lang,grok,Yaozhou,,0.8,False,True,1.786,
dataset2_ai,28,images/03_phu_lang/028_03_phu_lang_08_bottle.jpg,Phu Lang,acis,Bát Tràng Gốm Trang Trí Cổ Điển - Dòng Họa Tiết Dập Nổi,Bat Trang,0.9,False,False,85.415,
dataset2_ai,29,images/03_phu_lang/029_03_phu_lang_09_figurine.jpg,Phu Lang,gemini,Bát Tràng Nghê Eel-Skin Glazed Stoneware,Bat Trang,0.95,False,False,22.261,
dataset2_ai,29,images/03_phu_lang/029_03_phu_lang_09_figurine.jpg,Phu Lang,chatgpt,Bat Trang,Bat Trang,0.85,False,False,7.663,
dataset2_ai,29,images/03_phu_lang/029_03_phu_lang_09_figurine.jpg,Phu Lang,grok,Bát Tràng,Bat Trang,0.8,False,False,5.968,
dataset2_ai,29,images/03_phu_lang/029_03_phu_lang_09_figurine.jpg,Phu Lang,acis,Phù Lãng Nghê Eel-Skin Glazed Stoneware,Phu Lang,0.85,True,False,47.451,
dataset2_ai,30,images/03_phu_lang/030_03_phu_lang_10_lidded_box.jpg,Phu Lang,gemini,"Bát Tràng Artisan Stoneware, Men Da Lươn Series",Bat Trang,0.97,False,False,36.255,
dataset2_ai,30,images/03_phu_lang/030_03_phu_lang_10_lidded_box.jpg,Phu Lang,chatgpt,Bat Trang,Bat Trang,0.85,False,False,6.874,
dataset2_ai,30,images/03_phu_lang/030_03_phu_lang_10_lidded_box.jpg,Phu Lang,grok,Bát Tràng,Bat Trang,0.8,False,False,4.615,
dataset2_ai,30,images/03_phu_lang/030_03_phu_lang_10_lidded_box.jpg,Phu Lang,acis,"Bát Tràng Artisan Stoneware, Men Da Lươn Series",Bat Trang,0.95,False,False,70.043,
dataset2_ai,31,images/04_chu_dau/031_04_chu_dau_01_vase.jpg,Chu Dau,gemini,Jingdezhen Ceramic Factory (Modern Export Line),,0.95,False,True,27.467,
dataset2_ai,31,images/04_chu_dau/031_04_chu_dau_01_vase.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,7.686,
dataset2_ai,31,images/04_chu_dau/031_04_chu_dau_01_vase.jpg,Chu Dau,grok,Jingdezhen,,0.8,False,True,5.65,
dataset2_ai,31,images/04_chu_dau/031_04_chu_dau_01_vase.jpg,Chu Dau,acis,Jingdezhen Ceramic Factory (Modern Export Line),,0.95,False,True,45.961,
dataset2_ai,32,images/04_chu_dau/032_04_chu_dau_02_plate.jpg,Chu Dau,gemini,Jingdezhen Qinghua Ci,,0.95,False,True,26.88,
dataset2_ai,32,images/04_chu_dau/032_04_chu_dau_02_plate.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,7.769,
dataset2_ai,32,images/04_chu_dau/032_04_chu_dau_02_plate.jpg,Chu Dau,grok,Jingdezhen,,0.8,False,True,6.28,
dataset2_ai,32,images/04_chu_dau/032_04_chu_dau_02_plate.jpg,Chu Dau,acis,Jingdezhen Qinghua Ci,,0.95,False,True,52.357,
dataset2_ai,33,images/04_chu_dau/033_04_chu_dau_03_bowl.jpg,Chu Dau,gemini,Jingdezhen Imperial Ware (Xuande/Chenghua Style),,0.98,False,True,28.429,
dataset2_ai,33,images/04_chu_dau/033_04_chu_dau_03_bowl.jpg,Chu Dau,chatgpt,Jingdezhen,,0.95,False,True,7.361,
dataset2_ai,33,images/04_chu_dau/033_04_chu_dau_03_bowl.jpg,Chu Dau,grok,Jingdezhen,,0.9,False,True,5.888,
dataset2_ai,33,images/04_chu_dau/033_04_chu_dau_03_bowl.jpg,Chu Dau,acis,Jingdezhen Imperial Ware (Xuande/Chenghua Style),,0.95,False,True,48.297,
dataset2_ai,34,images/04_chu_dau/034_04_chu_dau_04_teapot.jpg,Chu Dau,gemini,Jingdezhen (Ming-Inspired) Revival Blue-and-White Series,,0.95,False,True,31.982,
dataset2_ai,34,images/04_chu_dau/034_04_chu_dau_04_teapot.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,8.397,
dataset2_ai,34,images/04_chu_dau/034_04_chu_dau_04_teapot.jpg,Chu Dau,grok,Jingdezhen,,0.8,False,True,5.485,
dataset2_ai,34,images/04_chu_dau/034_04_chu_dau_04_teapot.jpg,Chu Dau,acis,Jingdezhen (Ming-Inspired) Revival Blue-and-White Series,,0.95,False,True,55.511,
dataset2_ai,35,images/04_chu_dau/035_04_chu_dau_05_storage_jar.jpg,Chu Dau,gemini,Jingdezhen Blue and White Porcelain,,0.95,False,True,31.186,
dataset2_ai,35,images/04_chu_dau/035_04_chu_dau_05_storage_jar.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,6.618,
dataset2_ai,35,images/04_chu_dau/035_04_chu_dau_05_storage_jar.jpg,Chu Dau,grok,Jingdezhen,,0.8,False,True,1.237,
dataset2_ai,35,images/04_chu_dau/035_04_chu_dau_05_storage_jar.jpg,Chu Dau,acis,Jingdezhen,,0.95,False,True,61.9,
dataset2_ai,36,images/04_chu_dau/036_04_chu_dau_06_cup.jpg,Chu Dau,gemini,Jingdezhen Traditional Blue and White Revival Ware,,0.95,False,True,30.39,
dataset2_ai,36,images/04_chu_dau/036_04_chu_dau_06_cup.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,7.592,
dataset2_ai,36,images/04_chu_dau/036_04_chu_dau_06_cup.jpg,Chu Dau,grok,Jingdezhen,,0.8,False,True,4.303,
dataset2_ai,36,images/04_chu_dau/036_04_chu_dau_06_cup.jpg,Chu Dau,acis,Jingdezhen Traditional Blue and White Revival Ware,,0.95,False,True,54.21,
dataset2_ai,37,images/04_chu_dau/037_04_chu_dau_07_incense_burner.jpg,Chu Dau,gemini,Jingdezhen Minyao Revivalist Ware,,0.95,False,True,31.882,
dataset2_ai,37,images/04_chu_dau/037_04_chu_dau_07_incense_burner.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,8.952,
dataset2_ai,37,images/04_chu_dau/037_04_chu_dau_07_incense_burner.jpg,Chu Dau,grok,Famille Rose,,0.8,False,True,4.454,
dataset2_ai,37,images/04_chu_dau/037_04_chu_dau_07_incense_burner.jpg,Chu Dau,acis,Jingdezhen Minyao Revivalist Ware,,0.95,False,True,51.151,
dataset2_ai,38,images/04_chu_dau/038_04_chu_dau_08_bottle.jpg,Chu Dau,gemini,Jingdezhen 'Ming & Qing Style' Series,,0.95,False,True,26.391,
dataset2_ai,38,images/04_chu_dau/038_04_chu_dau_08_bottle.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,10.721,
dataset2_ai,38,images/04_chu_dau/038_04_chu_dau_08_bottle.jpg,Chu Dau,grok,Qinghua,,0.8,False,True,4.881,
dataset2_ai,38,images/04_chu_dau/038_04_chu_dau_08_bottle.jpg,Chu Dau,acis,Jingdezhen 'Ming & Qing Style' Series,,0.95,False,True,43.288,
dataset2_ai,39,images/04_chu_dau/039_04_chu_dau_09_figurine.jpg,Chu Dau,gemini,Jingdezhen Traditional Blue and White Decorative Wares,,0.9,False,True,28.103,
dataset2_ai,39,images/04_chu_dau/039_04_chu_dau_09_figurine.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,7.307,
dataset2_ai,39,images/04_chu_dau/039_04_chu_dau_09_figurine.jpg,Chu Dau,grok,Jingdezhen,,0.8,False,True,4.693,
dataset2_ai,39,images/04_chu_dau/039_04_chu_dau_09_figurine.jpg,Chu Dau,acis,Jingdezhen,,0.95,False,True,47.911,
dataset2_ai,40,images/04_chu_dau/040_04_chu_dau_10_lidded_box.jpg,Chu Dau,gemini,Jingdezhen Minyao (景德镇民窑),,0.95,False,True,29.193,
dataset2_ai,40,images/04_chu_dau/040_04_chu_dau_10_lidded_box.jpg,Chu Dau,chatgpt,Jingdezhen,,0.85,False,True,7.561,
dataset2_ai,40,images/04_chu_dau/040_04_chu_dau_10_lidded_box.jpg,Chu Dau,grok,Jingdezhen,,0.8,False,True,4.572,
dataset2_ai,40,images/04_chu_dau/040_04_chu_dau_10_lidded_box.jpg,Chu Dau,acis,Jingdezhen Minyao,,0.9,False,True,48.933,
dataset2_ai,41,images/05_bau_truc/041_05_bau_truc_01_vase.jpg,Bau Truc,gemini,Gốm Bàu Trúc (Cham Pottery Tradition),Bau Truc,0.9,True,False,37.101,
dataset2_ai,41,images/05_bau_truc/041_05_bau_truc_01_vase.jpg,Bau Truc,chatgpt,Bình Dương,,0.85,False,True,8.42,
dataset2_ai,41,images/05_bau_truc/041_05_bau_truc_01_vase.jpg,Bau Truc,grok,Phu Lang,Phu Lang,0.8,False,False,4.582,
dataset2_ai,41,images/05_bau_truc/041_05_bau_truc_01_vase.jpg,Bau Truc,acis,Gốm Bàu Trúc (Cham Pottery Tradition),Bau Truc,0.85,True,False,60.099,
dataset2_ai,42,images/05_bau_truc/042_05_bau_truc_02_plate.jpg,Bau Truc,gemini,Sa Huynh Culture Pottery,,0.95,False,True,26.592,
dataset2_ai,42,images/05_bau_truc/042_05_bau_truc_02_plate.jpg,Bau Truc,chatgpt,Sa Huỳnh,,0.85,False,True,7.716,
dataset2_ai,42,images/05_bau_truc/042_05_bau_truc_02_plate.jpg,Bau Truc,grok,Sa Huỳnh,,0.8,False,True,1.544,
